,Angel_Am,are-you-lightning_F#,are-you-thirsty-from-sweet-creep_G,automatic_Eb,be-set-free-lost-animals-2009_B,beautiful-souls-2013_Em,believe-youre-mine_F#m,blonde-on-blonde_C,Book_Bb,born-again-home-2015_Bm,breathe_G,butterfly-2013_D,chameleon_Gm,cherry-blossom_E,chihuahua-rescue-live_C,ChinaDoll_E,closer_A,cold-afternoon_A,colorblind_D,come-on_E,cries-after-making-love-live_C,danny-dakota-the-wishing-well_D,daybreak_Dm,earned-it,fire-by-night-over-oceans-2006,LetItBe_C,stranger,
Angel_Am,0,0.0357,0.14352,0.07417,0.075005,0.02775,0.03929,0.047325,0.166665,0.032495,0.03913,0.082815,0.16204,0.0486,0.044435,0.10214,0.054775,0.05611,0.064535,0.197375,0.059385,0.07364,0.035495,0.09118,0.03813,0.03014,0.055185
are-you-lightning_F#,0.0357,0,0.13403,0.05293,0.050935,0.032195,0.03705,0.03696,0.199305,0.03192,0.024415,0.050505,0.2,0.026625,0.03428,0.104515,0.048755,0.042315,0.036855,0.23061,0.03893,0.061635,0.04097,0.06591,0.04293,0.02116,0.032445
are-you-thirsty-from-sweet-creep_G,0.14352,0.13403,0,0.129275,0.135835,0.11039,0.112995,0.12037,0.25,0.14078,0.15795,0.123425,0.22222,0.135955,0.16667,0.16667,0.142855,0.12892,0.111805,0.28571,0.106405,0.16667,0.123845,0.14335,0.1532,0.12748,0.13794
automatic_Eb,0.07417,0.05293,0.129275,0,0.064245,0.07362,0.06809,0.05145,0.204325,0.057825,0.043955,0.06453,0.22222,0.06361,0.055015,0.125,0.072645,0.065665,0.05621,0.28571,0.05676,0.06805,0.06217,0.08294,0.0733,0.05293,0.057085
be-set-free-lost-animals-2009_B,0.075005,0.050935,0.135835,0.064245,0,0.08,0.068345,0.073535,0.204065,0.07429,0.050705,0.0707,0.22222,0.055735,0.052745,0.09617,0.05337,0.04885,0.062,0.28571,0.05737,0.051045,0.08,0.09524,0.067475,0.05097,0.04885
beautiful-souls-2013_Em,0.02775,0.032195,0.11039,0.07362,0.08,0,0.034255,0.042555,0.21595,0.033725,0.03999,0.075435,0.19427,0.04283,0.04373,0.11737,0.06457,0.05292,0.047955,0.25106,0.043205,0.07031,0.037275,0.09049,0.045415,0.024055,0.047145
believe-youre-mine_F#m,0.03929,0.03705,0.112995,0.06809,0.068345,0.034255,0,0.039035,0.22121,0.03589,0.045455,0.06774,0.16155,0.038345,0.04939,0.09654,0.067985,0.04287,0.047225,0.212245,0.043735,0.060905,0.038665,0.076415,0.05487,0.03542,0.0419
blonde-on-blonde_C,0.047325,0.03696,0.12037,0.05145,0.073535,0.042555,0.039035,0,0.169275,0.037215,0.03441,0.06382,0.166665,0.0441,0.03599,0.116535,0.059455,0.05044,0.04185,0.19473,0.048955,0.05802,0.047455,0.071715,0.052365,0.032625,0.037265
Book_Bb,0.166665,0.199305,0.25,0.204325,0.204065,0.21595,0.22121,0.169275,0,0.204545,0.21061,0.20952,0.168405,0.221755,0.205355,0.25,0.183035,0.210435,0.220315,0.20153,0.20842,0.25,0.21615,0.25,0.17378,0.20486,0.20952
born-again-home-2015_Bm,0.032495,0.03192,0.14078,0.057825,0.07429,0.033725,0.03589,0.037215,0.204545,0,0.03602,0.073865,0.193605,0.04457,0.033485,0.11701,0.059775,0.053565,0.05207,0.28571,0.04981,0.073395,0.041,0.08697,0.044185,0.0315,0.051425
breathe_G,0.03913,0.024415,0.15795,0.043955,0.050705,0.03999,0.045455,0.03441,0.21061,0.03602,0,0.054905,0.20016,0.033245,0.023305,0.10929,0.05706,0.040705,0.04603,0.209295,0.042455,0.0601,0.049105,0.081995,0.044775,0.01992,0.03205
butterfly-2013_D,0.082815,0.050505,0.123425,0.06453,0.0707,0.075435,0.06774,0.06382,0.20952,0.073865,0.054905,0,0.19613,0.05523,0.05254,0.11488,0.075115,0.05942,0.056685,0.20501,0.046185,0.07271,0.061295,0.06849,0.083045,0.051585,0.052345
chameleon_Gm,0.16204,0.2,0.22222,0.22222,0.22222,0.19427,0.16155,0.166665,0.168405,0.193605,0.20016,0.19613,0,0.22222,0.19974,0.19329,0.1918,0.22222,0.19815,0.249435,0.22222,0.197295,0.15741,0.19577,0.204455,0.17725,0.22222
cherry-blossom_E,0.0486,0.026625,0.135955,0.06361,0.055735,0.04283,0.038345,0.0441,0.221755,0.04457,0.033245,0.05523,0.22222,0,0.032545,0.09185,0.04786,0.042195,0.04252,0.19519,0.044785,0.05375,0.047245,0.062095,0.04936,0.028455,0.03567
chihuahua-rescue-live_C,0.044435,0.03428,0.16667,0.055015,0.052745,0.04373,0.04939,0.03599,0.205355,0.033485,0.023305,0.05254,0.19974,0.032545,0,0.11077,0.052505,0.0455,0.048095,0.2449,0.047995,0.0566,0.049435,0.09524,0.04615,0.028345,0.03411
ChinaDoll_E,0.10214,0.104515,0.16667,0.125,0.09617,0.11737,0.09654,0.116535,0.25,0.11701,0.10929,0.11488,0.19329,0.09185,0.11077,0,0.103235,0.11309,0.107945,0.178575,0.116115,0.079175,0.107205,0.11021,0.125,0.101965,0.1163
closer_A,0.054775,0.048755,0.142855,0.072645,0.05337,0.06457,0.067985,0.059455,0.183035,0.059775,0.05706,0.075115,0.1918,0.04786,0.052505,0.103235,0,0.05137,0.05051,0.239795,0.06127,0.05769,0.06463,0.08333,0.05858,0.053645,0.057125
cold-afternoon_A,0.05611,0.042315,0.12892,0.065665,0.04885,0.05292,0.04287,0.05044,0.210435,0.053565,0.040705,0.05942,0.22222,0.042195,0.0455,0.11309,0.05137,0,0.04484,0.28571,0.04683,0.05652,0.052895,0.09524,0.055395,0.04253,0.042805
colorblind_D,0.064535,0.036855,0.111805,0.05621,0.062,0.047955,0.047225,0.04185,0.220315,0.05207,0.04603,0.056685,0.19815,0.04252,0.048095,0.107945,0.05051,0.04484,0,0.240815,0.045415,0.052905,0.0512,0.07211,0.06378,0.03653,0.045505
come-on_E,0.197375,0.23061,0.28571,0.28571,0.28571,0.25106,0.212245,0.19473,0.20153,0.28571,0.209295,0.20501,0.249435,0.19519,0.2449,0.178575,0.239795,0.28571,0.240815,0,0.28571,0.20801,0.24915,0.183675,0.24465,0.20295,0.18553
cries-after-making-love-live_C,0.059385,0.03893,0.106405,0.05676,0.05737,0.043205,0.043735,0.048955,0.20842,0.04981,0.042455,0.046185,0.22222,0.044785,0.047995,0.116115,0.06127,0.04683,0.045415,0.28571,0,0.065685,0.047985,0.077355,0.05303,0.03585,0.043355
danny-dakota-the-wishing-well_D,0.07364,0.061635,0.16667,0.06805,0.051045,0.07031,0.060905,0.05802,0.25,0.073395,0.0601,0.07271,0.197295,0.05375,0.0566,0.079175,0.05769,0.05652,0.052905,0.20801,0.065685,0,0.0715,0.07614,0.07692,0.051575,0.05417
daybreak_Dm,0.035495,0.04097,0.123845,0.06217,0.08,0.037275,0.038665,0.047455,0.21615,0.041,0.049105,0.061295,0.15741,0.047245,0.049435,0.107205,0.06463,0.052895,0.0512,0.24915,0.047985,0.0715,0,0.08787,0.05121,0.044145,0.048785
earned-it,0.09118,0.06591,0.14335,0.08294,0.09524,0.09049,0.076415,0.071715,0.25,0.08697,0.081995,0.06849,0.19577,0.062095,0.09524,0.11021,0.08333,0.09524,0.07211,0.183675,0.077355,0.07614,0.08787,0,0.08318,0.072185,0.07607
fire-by-night-over-oceans-2006,0.03813,0.04293,0.1532,0.0733,0.067475,0.045415,0.05487,0.052365,0.17378,0.044185,0.044775,0.083045,0.204455,0.04936,0.04615,0.125,0.05858,0.055395,0.06378,0.24465,0.05303,0.07692,0.05121,0.08318,0,0.04576,0.05445
LetItBe_C,0.03014,0.02116,0.12748,0.05293,0.05097,0.024055,0.03542,0.032625,0.20486,0.0315,0.01992,0.051585,0.17725,0.028455,0.028345,0.101965,0.053645,0.04253,0.03653,0.20295,0.03585,0.051575,0.044145,0.072185,0.04576,0,0.027985
stranger,0.055185,0.032445,0.13794,0.057085,0.04885,0.047145,0.0419,0.037265,0.20952,0.051425,0.03205,0.052345,0.22222,0.03567,0.03411,0.1163,0.057125,0.042805,0.045505,0.18553,0.043355,0.05417,0.048785,0.07607,0.05445,0.027985,0
